,IGD,RUN,CONFIG,ALGORITHM,PROBLEM
211,0.4298828159949941,2,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
212,0.6781818264931531,3,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
213,0.8078566639149857,4,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
214,0.5919780717889407,5,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
215,0.5561456558959565,6,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
216,0.3589551955745396,7,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
217,1.223492918453137,8,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
218,0.2487486655425068,9,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
219,0.1229379457377185,10,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
220,0.7338958285229643,11,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
221,0.6189217368991933,12,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
222,1.0839700106052848,13,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
223,0.4492519165368923,14,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
224,0.0555821930257885,15,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
225,0.9885478877697678,16,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
226,1.1813599747712829,17,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
227,0.5615985456821185,18,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
228,0.7787001241990054,19,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
229,0.4705641629057371,20,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
230,0.8009819601403696,21,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
231,1.1698441367293402,22,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
232,0.6544719496224551,23,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
233,1.2638420699393516,24,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
234,0.7828920264568703,25,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
235,0.3182806138587398,26,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
236,0.3260174515703533,27,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
237,0.4858866394720371,28,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
238,0.5987978210830025,29,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
239,0.5569055554441098,30,"r=0.3, c=7 / m=0.5, v=0.5",IVF/SPEA2,ZDT4
240,0.3867716719365082,1,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
241,1.6781192529195348,2,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
242,0.3670947090221338,3,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
243,0.6390281750860535,4,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
244,0.8042534921135477,5,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
245,1.1855028642250836,6,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
246,0.9785866637372688,7,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
247,1.1246661903468895,8,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
248,0.7112283404227212,9,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
249,0.3946668193994438,10,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
250,0.3952126693144136,11,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
251,1.283404453577285,12,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
252,1.7485414388245275,13,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
253,1.0136079059461875,14,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
254,0.6702917756540647,15,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
255,0.4861857061077628,16,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
256,0.8799111791778529,17,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
257,0.9516209617480264,18,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
258,0.439623123468387,19,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
259,0.2318120406933929,20,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
260,0.4849138802514245,21,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
261,0.4621099731812355,22,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
262,0.564997784381852,23,"r=0.3, c=7 / m=0.5, v=1",IVF/SPEA2,ZDT4
